Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Name of non-communicable disease
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",484,Mexico,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,30.8,29.5,28.2,27.1,26.0,25.0,24.1,23.2,22.5,21.7,21.0,20.2,19.6,19.0,18.4,17.7,17.2,16.6,16.1,15.5,15.0,14.5,14.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",57,Micronesia,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,47.9,47.0,48.1,45.6,45.4,45.3,45.3,45.4,45.3,45.1,44.8,44.6,44.3,44.0,43.8,43.8,43.8,43.7,43.4,42.8,42.1,41.2,40.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",57,Micronesia,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,43.0,42.1,43.2,40.9,40.6,40.6,40.6,40.6,40.5,40.3,40.1,39.9,39.7,39.5,39.3,39.3,39.3,39.2,39.0,38.5,37.9,37.1,36.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",57,Micronesia,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,52.6,51.6,52.6,50.2,49.9,49.8,49.8,49.9,49.8,49.6,49.3,49.0,48.7,48.4,48.1,48.1,48.0,47.8,47.5,46.8,46.0,45.1,44.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",583,Micronesia (Federated States Of),<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,38.8,37.9,41.8,36.7,36.4,36.2,36.2,36.2,35.9,35.4,34.7,34.0,33.2,32.2,31.4,30.3,29.5,28.6,27.6,26.7,25.8,25.0,24.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",583,Micronesia (Federated States Of),<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,33.9,33.1,37.1,32.0,31.8,31.7,31.6,31.6,31.3,30.9,30.3,29.6,28.9,28.1,27.3,26.5,25.7,24.8,24.0,23.2,22.5,21.8,21.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",583,Micronesia (Federated States Of),<5Y,G,MALE,PER_1000_LIVE_BIRTHS,43.5,42.5,46.3,41.1,40.8,40.6,40.6,40.6,40.3,39.7,38.9,38.1,37.2,36.2,35.0,34.1,33.0,32.0,31.0,29.9,28.9,28.0,27.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",17,Middle Africa,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,165.4,161.2,156.7,151.8,146.7,141.7,136.4,131.2,126.0,121.0,116.1,111.5,107.1,102.9,99.1,95.6,92.3,89.3,86.3,83.6,80.7,78.1,75.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",17,Middle Africa,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,155.5,151.4,146.9,142.1,137.2,132.3,127.3,122.2,117.3,112.6,107.9,103.4,99.2,95.2,91.6,88.3,85.1,82.2,79.4,76.8,74.0,71.6,69.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",17,Middle Africa,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,175.0,170.6,165.9,160.9,155.7,150.5,145.1,139.7,134.3,129.1,124.0,119.2,114.7,110.3,106.2,102.5,99.2,95.9,92.8,90.0,86.9,84.2,81.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",492,Monaco,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,5.2,5.0,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.5,3.4,3.3,3.2,3.1,3.0,2.9,2.8,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",492,Monaco,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,4.6,4.4,4.3,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.6,3.5,3.4,3.3,3.2,3.1,3.0,3.0,2.9,2.8,2.7,2.6,2.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",492,Monaco,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,5.7,5.5,5.4,5.2,5.1,5.0,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4.0,3.9,3.8,3.6,3.5,3.4,3.3,3.2,3.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",496,Mongolia,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,63.1,58.2,53.4,48.8,44.6,40.8,37.2,34.0,31.1,28.5,26.3,24.4,22.8,21.5,20.4,19.5,18.5,17.5,16.5,15.6,14.7,14.0,13.4,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",496,Mongolia,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,54.6,50.4,46.2,42.3,38.6,35.3,32.3,29.5,27.0,24.8,22.9,21.4,20.0,18.9,18.0,17.1,16.3,15.5,14.6,13.8,13.1,12.4,11.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",496,Mongolia,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,71.2,65.6,60.2,55.1,50.3,45.9,41.9,38.3,35.0,32.0,29.4,27.2,25.4,24.0,22.8,21.7,20.5,19.4,18.3,17.2,16.3,15.5,14.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",499,Montenegro,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,14.2,13.7,13.0,12.2,11.4,10.6,9.7,8.9,8.0,7.3,6.6,6.0,5.4,4.9,4.5,4.1,3.8,3.6,3.4,3.2,3.0,2.9,2.7,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",499,Montenegro,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,13.2,12.7,12.0,11.3,10.6,9.8,9.0,8.2,7.5,6.8,6.1,5.6,5.1,4.6,4.2,3.9,3.6,3.4,3.1,3.0,2.8,2.7,2.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",499,Montenegro,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,15.2,14.6,13.9,13.0,12.2,11.3,10.3,9.4,8.6,7.7,7.0,6.3,5.7,5.2,4.8,4.4,4.1,3.8,3.6,3.4,3.2,3.0,2.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",500,Montserrat,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,14.0,13.5,13.1,12.6,12.2,11.8,11.4,11.0,10.7,10.3,10.0,9.7,9.3,9.0,8.7,8.4,8.2,7.9,7.6,7.4,7.1,6.9,6.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",500,Montserrat,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,14.9,14.4,13.8,13.3,12.8,12.4,12.0,11.5,11.1,10.8,10.4,10.1,9.7,9.3,9.1,8.8,8.4,8.1,7.9,7.6,7.4,7.1,6.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",500,Montserrat,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,13.1,12.7,12.3,11.9,11.6,11.2,10.8,10.5,10.2,9.9,9.5,9.2,8.9,8.7,8.4,8.1,7.9,7.6,7.3,7.1,6.8,6.6,6.4,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",504,Morocco,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,52.4,50.2,48.0,45.9,43.7,41.5,39.3,37.1,35.0,33.1,31.2,29.4,27.8,26.2,24.8,23.5,22.3,21.2,20.3,19.4,18.6,17.9,17.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",504,Morocco,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,47.9,45.8,43.8,41.7,39.7,37.6,35.6,33.5,31.6,29.8,28.1,26.5,25.0,23.6,22.3,21.1,20.1,19.1,18.2,17.5,16.8,16.1,15.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",504,Morocco,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,56.6,54.3,52.1,49.8,47.5,45.2,42.8,40.5,38.3,36.1,34.1,32.3,30.5,28.8,27.2,25.7,24.4,23.2,22.2,21.3,20.4,19.6,18.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",508,Mozambique,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,172.0,162.8,154.4,146.8,139.9,133.4,127.3,119.8,113.5,107.5,104.5,100.1,95.8,91.2,87.3,82.8,79.4,77.0,74.8,72.0,70.1,68.1,66.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",508,Mozambique,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,166.0,157.0,148.8,141.2,134.2,127.6,121.6,114.2,108.0,102.0,99.2,94.9,90.6,86.2,82.3,77.8,74.4,72.1,70.0,67.2,65.4,63.4,61.8,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",508,Mozambique,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,177.8,168.4,159.9,152.2,145.3,138.8,132.9,125.3,118.8,112.6,109.6,105.1,100.6,95.9,92.0,87.4,84.0,81.5,79.3,76.7,74.5,72.5,70.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,89.1,86.7,84.3,81.9,79.3,76.8,74.1,71.3,100.8,65.8,63.2,60.5,58.0,55.6,53.4,51.3,49.4,47.7,46.0,44.5,42.9,41.5,40.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,82.3,80.1,77.8,75.5,73.1,70.6,68.1,65.5,95.1,60.2,57.6,55.2,52.8,50.5,48.5,46.5,44.7,43.1,41.6,40.0,38.7,37.3,36.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,95.5,93.0,90.5,88.0,85.3,82.6,79.7,76.9,106.3,71.1,68.3,65.5,62.8,60.3,58.0,55.9,53.9,52.0,50.3,48.6,47.0,45.4,43.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",516,Namibia,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,77.6,76.6,75.3,74.4,74.1,70.6,65.4,61.0,55.5,52.1,49.4,49.1,50.3,48.0,45.4,46.0,45.3,44.0,43.1,41.5,40.0,38.9,37.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",516,Namibia,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,72.1,71.2,70.0,69.2,68.9,65.6,60.7,56.3,50.8,47.4,44.9,44.5,45.6,43.6,41.2,41.8,41.0,39.9,39.1,37.6,36.1,35.1,34.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",516,Namibia,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,82.8,81.7,80.4,79.5,79.1,75.4,70.0,65.5,59.9,56.5,53.7,53.4,54.6,52.2,49.5,50.0,49.2,47.9,46.9,45.3,43.6,42.4,41.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",520,Nauru,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,42.6,41.3,40.2,39.3,38.7,38.4,38.2,38.2,38.2,37.9,37.5,36.8,36.0,35.0,34.1,33.1,32.2,31.2,30.1,29.2,28.3,27.3,26.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",520,Nauru,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,38.5,37.2,36.2,35.5,34.9,34.5,34.4,34.4,34.3,34.1,33.6,33.0,32.3,31.4,30.5,29.6,28.8,27.9,27.0,26.1,25.3,24.5,23.7,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",520,Nauru,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,46.5,45.1,43.9,43.0,42.4,42.0,41.9,41.9,41.9,41.6,41.1,40.2,39.4,38.4,37.5,36.3,35.3,34.3,33.2,32.2,31.1,30.2,29.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,78.9,74.4,70.4,66.6,63.3,60.2,57.5,54.9,52.5,50.3,48.1,46.0,43.9,41.9,39.9,38.0,36.2,34.5,32.8,31.3,29.8,28.5,27.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,76.7,72.1,67.9,64.2,60.7,57.5,54.8,52.2,49.8,47.6,45.4,43.4,41.3,39.3,37.4,35.6,33.8,32.1,30.5,29.0,27.6,26.4,25.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",524,Nepal,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,81.0,76.7,72.7,69.0,65.7,62.8,60.0,57.5,55.2,52.8,50.6,48.4,46.3,44.2,42.2,40.3,38.5,36.7,35.0,33.4,31.9,30.5,29.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",528,Netherlands (Kingdom Of The),<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,6.2,6.1,5.9,5.7,5.5,5.3,5.1,4.9,4.7,4.6,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4.0,4.0,4.0,4.0,4.0,3.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",528,Netherlands (Kingdom Of The),<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,5.5,5.4,5.3,5.1,4.9,4.8,4.6,4.4,4.2,4.1,4.0,3.9,3.8,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",528,Netherlands (Kingdom Of The),<5Y,G,MALE,PER_1000_LIVE_BIRTHS,6.8,6.7,6.5,6.3,6.1,5.9,5.6,5.4,5.2,5.0,4.8,4.7,4.6,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.3,4.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",554,New Zealand,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,7.4,7.2,7.0,6.9,6.7,6.6,6.5,6.5,6.4,6.3,6.2,6.1,6.0,5.8,5.7,5.5,5.3,5.2,5.1,4.9,4.8,4.7,4.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",554,New Zealand,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,6.6,6.4,6.3,6.2,6.0,5.9,5.9,5.8,5.7,5.7,5.6,5.5,5.4,5.3,5.1,5.0,4.9,4.7,4.6,4.5,4.4,4.3,4.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",554,New Zealand,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,8.1,7.9,7.7,7.6,7.4,7.3,7.2,7.1,7.0,6.9,6.8,6.7,6.5,6.4,6.2,6.0,5.8,5.6,5.5,5.3,5.2,5.1,5.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",558,Nicaragua,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,38.3,36.2,34.4,32.6,31.0,29.5,28.1,26.9,25.7,24.6,23.5,22.6,21.7,20.8,20.1,19.3,18.6,18.0,17.4,16.8,16.3,15.7,15.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",558,Nicaragua,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,34.1,32.3,30.5,29.0,27.5,26.1,24.8,23.7,22.6,21.6,20.7,19.9,19.1,18.4,17.7,17.0,16.4,15.9,15.4,14.9,14.4,13.9,13.5,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",558,Nicaragua,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,42.2,40.0,38.0,36.1,34.4,32.8,31.2,29.8,28.5,27.3,26.2,25.1,24.1,23.2,22.3,21.5,20.7,20.0,19.3,18.7,18.1,17.5,16.9,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",562,Niger,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,228.4,218.3,207.0,195.3,183.6,172.3,162.3,153.8,146.7,140.9,136.6,133.4,131.0,129.2,127.8,126.5,125.5,124.3,123.2,122.2,121.0,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",562,Niger,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,225.0,215.1,203.8,192.0,180.3,169.2,159.4,150.8,143.6,137.9,133.4,130.0,127.6,125.8,124.4,123.2,122.0,120.9,119.9,118.8,117.5,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",562,Niger,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,231.4,221.4,210.2,198.3,186.5,175.3,165.2,156.6,149.5,143.9,139.7,136.6,134.3,132.5,131.0,129.7,128.7,127.5,126.4,125.4,124.3,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",566,Nigeria,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,182.5,177.0,171.3,165.6,160.0,154.6,149.7,145.2,141.3,138.0,135.3,132.9,130.9,129.1,127.7,126.2,124.5,122.4,119.9,116.9,113.9,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",566,Nigeria,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,173.7,168.1,162.4,156.6,151.0,145.8,140.8,136.7,133.3,130.1,127.6,125.4,123.5,121.8,120.4,119.3,117.8,115.8,113.3,110.3,107.5,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",566,Nigeria,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,191.0,185.4,179.5,174.0,168.4,163.0,158.1,153.3,149.1,145.5,142.6,140.0,137.9,136.1,134.5,132.9,131.0,128.7,126.3,123.1,120.1,99.04800000000003,99.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",570,Niue,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,32.7,33.6,34.5,35.5,36.5,37.1,37.3,37.3,36.9,36.3,35.7,34.9,34.0,33.0,31.9,31.0,30.1,29.2,28.2,27.3,26.5,25.6,24.8,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",570,Niue,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,29.3,30.1,31.0,31.8,32.7,33.2,33.5,33.5,33.1,32.6,32.0,31.3,30.5,29.5,28.6,27.7,26.9,26.0,25.2,24.4,23.6,22.8,22.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",570,Niue,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,36.0,37.0,38.0,39.0,40.0,40.6,41.0,40.8,40.5,39.8,38.9,38.1,37.3,36.2,35.1,34.1,33.1,32.2,31.1,30.1,29.2,28.3,27.3,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",807,North Macedonia,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,15.8,15.1,14.5,14.2,14.0,13.7,13.2,12.4,11.6,10.8,10.3,10.1,10.3,10.7,11.2,11.2,10.6,9.5,8.2,7.0,6.0,5.2,4.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",807,North Macedonia,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,14.6,13.9,13.4,13.1,12.9,12.6,12.1,11.4,10.7,9.9,9.5,9.3,9.5,9.9,10.2,10.3,9.7,8.7,7.5,6.4,5.5,4.8,4.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",807,North Macedonia,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,17.0,16.2,15.6,15.3,15.1,14.7,14.2,13.4,12.5,11.7,11.1,10.9,11.1,11.6,12.1,12.2,11.5,10.3,8.9,7.6,6.5,5.6,5.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",15,Northern Africa,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,58.5,56.0,53.6,51.3,49.0,46.9,45.0,43.3,41.8,40.3,38.7,37.3,35.8,34.5,33.4,32.4,31.7,31.0,30.2,29.4,28.7,27.8,27.0,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",15,Northern Africa,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,54.8,52.4,50.1,47.9,45.7,43.7,41.9,40.3,38.8,37.3,35.9,34.5,33.1,31.8,30.8,29.9,29.2,28.5,27.7,27.0,26.3,25.5,24.7,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",15,Northern Africa,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,62.0,59.5,57.0,54.5,52.2,49.9,47.9,46.2,44.6,43.0,41.4,39.9,38.3,37.0,35.8,34.9,34.1,33.3,32.5,31.7,30.9,30.0,29.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",746,Northern Africa (Exc. Sudan),<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,45.5,43.1,41.0,38.9,37.1,35.3,33.7,32.1,30.6,29.3,28.0,27.0,25.9,24.9,24.0,23.2,22.4,21.7,21.0,20.3,19.6,18.9,18.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",746,Northern Africa (Exc. Sudan),<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,42.9,40.5,38.5,36.5,34.7,33.0,31.5,30.0,28.6,27.3,26.1,25.1,24.0,23.1,22.3,21.5,20.8,20.1,19.4,18.7,18.1,17.4,16.8,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",746,Northern Africa (Exc. Sudan),<5Y,G,MALE,PER_1000_LIVE_BIRTHS,47.9,45.6,43.4,41.2,39.3,37.4,35.7,34.1,32.6,31.2,29.9,28.8,27.6,26.6,25.6,24.8,24.0,23.2,22.5,21.7,21.0,20.2,19.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",747,Northern Africa And Western Asia,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,49.9,47.6,45.5,43.5,41.6,39.7,38.1,36.4,34.9,33.6,32.4,31.5,31.5,30.6,29.5,28.5,27.4,26.8,26.3,25.3,24.4,24.0,23.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",747,Northern Africa And Western Asia,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,46.8,44.5,42.5,40.6,38.8,37.0,35.4,33.8,32.4,31.1,29.9,29.2,29.2,28.3,27.2,26.3,25.2,24.6,24.2,23.3,22.4,22.0,21.2,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",747,Northern Africa And Western Asia,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,52.9,50.5,48.3,46.2,44.2,42.3,40.6,38.9,37.4,36.0,34.7,33.8,33.7,32.8,31.6,30.6,29.4,28.8,28.3,27.3,26.4,25.9,25.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",21,Northern America,<5Y,G,BOTHSEX,PER_1000_LIVE_BIRTHS,8.3,8.2,8.1,8.0,7.9,7.8,7.7,7.6,7.5,7.3,7.2,7.1,6.9,6.8,6.7,6.7,6.6,6.5,6.4,6.3,6.3,6.2,6.1,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",21,Northern America,<5Y,G,FEMALE,PER_1000_LIVE_BIRTHS,7.4,7.3,7.2,7.1,7.1,7.0,7.0,6.9,6.8,6.6,6.5,6.4,6.3,6.2,6.1,6.0,6.0,5.9,5.8,5.7,5.7,5.7,5.6,Unknown
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",21,Northern America,<5Y,G,MALE,PER_1000_LIVE_BIRTHS,9.1,9.0,8.9,8.8,8.7,8.6,8.5,8.3,8.2,8.0,7.9,7.7,7.6,7.5,7.3,7.2,7.2,7.1,7.0,6.9,6.8,6.7,6.6,Unknown
